event_id,player_id,session_id,event_timestamp,event_name,event_properties
E00000036,P000012,S00000092,2024-01-25 19:29:03.529512,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000037,P000012,S00000094,2024-02-29 14:46:21.427995,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000038,P000012,S00000097,2024-03-26 10:46:14.976667,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000039,P000012,S00000097,2024-03-26 10:48:17.116191,boss_defeated,"{""boss_level"": 5, ""attempts"": 1}"
E00000040,P000013,S00000099,2024-01-11 21:10:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000041,P000013,S00000099,2024-01-11 21:20:51.649479,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000042,P000013,S00000100,2024-01-19 18:05:46.131605,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000043,P000013,S00000105,2024-03-30 08:52:02.997786,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000044,P000014,S00000106,2024-01-24 21:06:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000045,P000014,S00000109,2024-02-08 20:58:31.822328,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000046,P000014,S00000110,2024-02-19 14:54:32.942216,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000047,P000015,S00000113,2024-02-22 16:47:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000048,P000016,S00000115,2024-02-05 16:23:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000049,P000016,S00000119,2024-03-12 22:15:53.480593,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000050,P000017,S00000121,2024-02-09 19:21:18.122488,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000051,P000017,S00000122,2024-03-08 23:11:14.653984,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000052,P000018,S00000127,2024-02-01 14:50:00.890112,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000053,P000018,S00000130,2024-03-08 22:48:53.918669,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000054,P000019,S00000132,2024-01-03 18:36:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000055,P000019,S00000134,2024-01-29 19:08:51.058169,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000056,P000020,S00000139,2024-01-22 20:27:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000057,P000020,S00000142,2024-01-25 12:33:25.471845,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000058,P000020,S00000145,2024-02-18 15:06:31.635296,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000059,P000022,S00000154,2024-01-14 18:23:31.854726,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000060,P000023,S00000160,2024-01-24 00:47:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000061,P000023,S00000162,2024-02-17 05:54:57.276565,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000062,P000024,S00000163,2024-02-13 20:31:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000063,P000025,S00000165,2024-01-30 09:18:55.574553,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000064,P000026,S00000168,2024-02-07 16:47:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000065,P000026,S00000169,2024-02-10 16:37:31.777807,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000066,P000026,S00000170,2024-02-12 18:54:36.777284,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000067,P000026,S00000172,2024-02-17 07:09:20.043051,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000068,P000026,S00000173,2024-02-22 16:20:48.621580,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000069,P000026,S00000173,2024-02-22 16:21:38.424663,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00000070,P000028,S00000183,2024-02-29 17:23:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000071,P000028,S00000183,2024-02-29 17:24:49.483251,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000072,P000028,S00000186,2024-03-14 20:25:28.245969,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000073,P000029,S00000187,2024-01-21 15:19:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000074,P000029,S00000189,2024-02-10 10:00:53.780263,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000075,P000029,S00000190,2024-02-18 14:29:56.215146,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000076,P000029,S00000192,2024-02-27 09:47:37.238197,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000077,P000029,S00000194,2024-03-29 20:10:00.309733,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000078,P000029,S00000194,2024-03-29 20:12:00.353980,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00000079,P000030,S00000195,2024-02-02 12:21:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000080,P000030,S00000196,2024-02-03 13:28:11.205647,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000081,P000030,S00000197,2024-02-04 23:55:24.555573,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000082,P000030,S00000198,2024-02-11 17:53:33.000310,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000083,P000031,S00000201,2024-01-12 11:09:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000084,P000031,S00000208,2024-02-21 11:46:25.106018,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000085,P000032,S00000210,2024-02-27 21:07:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000086,P000032,S00000212,2024-03-05 12:14:38.562183,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000087,P000032,S00000213,2024-03-09 12:25:19.536132,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000088,P000033,S00000219,2024-03-12 16:16:49.917874,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000089,P000033,S00000220,2024-03-19 18:25:46.606323,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000090,P000034,S00000221,2024-02-13 13:20:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000091,P000034,S00000222,2024-02-14 04:37:48.368055,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000092,P000034,S00000223,2024-02-15 16:32:36.951278,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000093,P000034,S00000224,2024-02-23 20:08:49.775964,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000094,P000035,S00000225,2024-01-25 12:40:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000095,P000035,S00000230,2024-02-11 21:57:07.447913,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000096,P000035,S00000232,2024-03-16 15:58:34.837982,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000097,P000036,S00000233,2024-02-18 05:09:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000098,P000037,S00000235,2024-01-27 09:39:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000099,P000037,S00000236,2024-01-29 16:50:16.528945,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000100,P000038,S00000238,2024-02-28 00:43:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000101,P000039,S00000242,2024-02-11 17:34:15.590948,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000102,P000039,S00000245,2024-02-27 20:13:44.688724,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000103,P000040,S00000248,2024-01-28 08:16:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000104,P000040,S00000248,2024-01-28 08:26:06.180306,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000105,P000040,S00000250,2024-02-05 20:18:46.178793,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000106,P000040,S00000253,2024-03-01 09:40:03.856907,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000107,P000041,S00000256,2024-02-29 20:05:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000108,P000041,S00000258,2024-03-02 15:02:44.895422,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000109,P000041,S00000260,2024-03-16 00:20:28.311202,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000110,P000042,S00000263,2024-01-19 13:24:13.036697,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000111,P000042,S00000266,2024-02-05 20:21:52.618399,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000112,P000042,S00000268,2024-02-09 15:27:21.808879,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000113,P000043,S00000270,2024-01-15 04:34:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000114,P000043,S00000272,2024-02-03 17:25:03.522115,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000115,P000043,S00000275,2024-02-29 10:12:20.171504,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000116,P000043,S00000276,2024-03-02 21:23:59.679551,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000117,P000043,S00000277,2024-03-11 13:31:59.895109,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000118,P000043,S00000277,2024-03-11 13:33:59.880124,boss_defeated,"{""boss_level"": 5, ""attempts"": 1}"
E00000119,P000045,S00000283,2024-02-20 15:47:14.978884,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000120,P000045,S00000284,2024-03-04 21:28:44.268684,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000121,P000046,S00000286,2024-02-13 18:31:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000122,P000046,S00000287,2024-02-14 13:09:39.916863,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000123,P000046,S00000290,2024-02-27 20:26:29.007727,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000124,P000046,S00000291,2024-03-02 20:40:30.869670,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000125,P000046,S00000293,2024-03-07 19:46:17.757012,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000126,P000046,S00000293,2024-03-07 19:48:54.579443,boss_defeated,"{""boss_level"": 5, ""attempts"": 3}"
E00000127,P000047,S00000297,2024-02-24 13:47:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000128,P000047,S00000297,2024-02-24 14:04:42.647141,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000129,P000048,S00000304,2024-02-21 14:16:57.958492,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000130,P000048,S00000308,2024-03-11 09:39:44.792066,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000131,P000048,S00000309,2024-03-14 18:11:43.232537,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000132,P000048,S00000310,2024-03-22 10:51:23.364155,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000133,P000048,S00000310,2024-03-22 10:53:00.987606,boss_defeated,"{""boss_level"": 5, ""attempts"": 1}"
E00000134,P000049,S00000312,2024-02-26 19:26:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000135,P000049,S00000312,2024-02-26 19:31:00.868776,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000136,P000050,S00000315,2024-01-03 22:22:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000137,P000050,S00000315,2024-01-03 22:26:58.283376,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000138,P000051,S00000320,2024-02-06 19:55:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000139,P000051,S00000322,2024-02-16 06:19:21.695987,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000140,P000051,S00000324,2024-03-04 04:23:51.945722,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000141,P000052,S00000326,2024-02-20 22:34:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000142,P000052,S00000326,2024-02-20 22:41:20.594971,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000143,P000053,S00000328,2024-01-07 14:10:50.366770,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000144,P000054,S00000334,2024-01-21 19:10:53.560671,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000145,P000055,S00000339,2024-01-23 21:08:28.708004,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000146,P000056,S00000343,2024-02-08 15:25:58.971032,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000147,P000056,S00000345,2024-02-11 18:29:12.227446,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000148,P000057,S00000350,2024-01-18 16:58:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000149,P000057,S00000351,2024-02-01 07:07:22.124428,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000150,P000057,S00000353,2024-03-20 16:33:03.880085,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000151,P000058,S00000354,2024-01-04 18:40:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000152,P000058,S00000356,2024-01-06 05:48:04.912923,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000153,P000058,S00000358,2024-01-22 10:17:05.148497,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000154,P000058,S00000359,2024-02-04 12:48:14.605340,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000155,P000058,S00000361,2024-03-03 12:14:26.007331,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000156,P000058,S00000361,2024-03-03 12:15:46.865522,boss_defeated,"{""boss_level"": 5, ""attempts"": 1}"
E00000157,P000059,S00000364,2024-01-25 22:00:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000158,P000059,S00000365,2024-01-29 13:02:04.438754,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000159,P000059,S00000370,2024-02-21 21:03:50.207099,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000160,P000059,S00000371,2024-02-29 16:47:03.801549,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000161,P000059,S00000372,2024-03-06 20:20:37.383857,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000162,P000059,S00000372,2024-03-06 20:21:25.581551,boss_defeated,"{""boss_level"": 5, ""attempts"": 3}"
E00000163,P000060,S00000374,2024-02-29 15:54:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000164,P000060,S00000375,2024-03-01 09:27:46.102004,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000165,P000060,S00000376,2024-03-16 21:59:07.033349,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000166,P000061,S00000379,2024-01-23 21:38:05.510303,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000167,P000061,S00000380,2024-01-24 19:01:23.687627,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000168,P000062,S00000383,2024-02-19 20:59:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000169,P000062,S00000383,2024-02-19 21:01:47.259880,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000170,P000063,S00000387,2024-03-09 20:39:07.517315,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000171,P000064,S00000388,2024-01-09 13:01:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000172,P000064,S00000389,2024-01-10 20:05:53.679391,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000173,P000064,S00000390,2024-01-13 13:20:40.818556,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000174,P000064,S00000393,2024-01-16 22:13:48.337683,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000175,P000064,S00000397,2024-01-23 20:10:07.476908,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000176,P000064,S00000397,2024-01-23 20:11:34.259324,boss_defeated,"{""boss_level"": 5, ""attempts"": 3}"
E00000177,P000065,S00000405,2024-03-02 23:27:50.777303,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000178,P000065,S00000407,2024-03-06 21:34:41.150358,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000179,P000065,S00000408,2024-03-21 19:58:07.233260,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000180,P000065,S00000409,2024-03-24 09:24:21.095571,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000181,P000065,S00000409,2024-03-24 09:25:24.109224,boss_defeated,"{""boss_level"": 5, ""attempts"": 3}"
E00000182,P000066,S00000410,2024-02-22 05:43:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000183,P000067,S00000414,2024-01-02 13:10:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000184,P000068,S00000419,2024-01-20 18:53:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000185,P000068,S00000420,2024-01-31 13:39:40.072847,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000186,P000069,S00000423,2024-01-28 12:53:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000187,P000069,S00000424,2024-02-06 19:39:28.083898,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000188,P000069,S00000425,2024-02-15 20:21:34.718105,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000189,P000069,S00000427,2024-03-13 19:28:28.046389,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000190,P000070,S00000428,2024-02-16 14:09:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000191,P000070,S00000429,2024-02-17 14:36:23.680387,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000192,P000070,S00000430,2024-02-20 17:53:16.996715,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000193,P000071,S00000436,2024-03-15 20:17:10.895256,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000194,P000072,S00000437,2024-01-07 12:35:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000195,P000072,S00000443,2024-02-19 16:06:00.515657,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000196,P000073,S00000444,2024-02-13 16:17:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000197,P000073,S00000444,2024-02-13 16:20:02.592641,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000198,P000073,S00000445,2024-02-14 22:11:39.072232,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000199,P000073,S00000449,2024-02-16 22:39:10.877255,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000200,P000073,S00000450,2024-03-02 07:16:48.707891,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000201,P000073,S00000450,2024-03-02 07:18:47.094733,boss_defeated,"{""boss_level"": 5, ""attempts"": 1}"
E00000202,P000074,S00000451,2024-01-08 16:39:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000203,P000074,S00000452,2024-01-09 17:29:13.658186,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000204,P000074,S00000456,2024-02-07 17:17:13.119650,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000205,P000074,S00000457,2024-02-15 14:48:20.095586,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000206,P000075,S00000460,2024-02-16 16:09:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000207,P000075,S00000460,2024-02-16 16:13:37.747820,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000208,P000075,S00000463,2024-02-23 22:54:33.993792,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000209,P000075,S00000464,2024-03-04 18:36:05.160115,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000210,P000075,S00000465,2024-03-04 13:44:41.597326,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000211,P000075,S00000465,2024-03-04 13:45:56.111230,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00000212,P000076,S00000468,2024-02-04 10:32:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000213,P000076,S00000468,2024-02-04 10:35:25.410147,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000214,P000077,S00000473,2024-01-14 11:12:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000215,P000078,S00000482,2024-01-17 19:59:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000216,P000078,S00000482,2024-01-17 20:09:52.757548,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000217,P000078,S00000486,2024-02-06 21:09:17.082182,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000218,P000079,S00000490,2024-02-06 18:17:08.084898,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000219,P000079,S00000492,2024-02-17 10:17:20.882690,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000220,P000079,S00000493,2024-03-21 20:37:00.261342,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000221,P000080,S00000494,2024-02-19 18:09:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000222,P000080,S00000495,2024-02-20 20:55:34.839082,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000223,P000080,S00000497,2024-03-14 23:12:29.163553,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000224,P000081,S00000500,2024-02-09 21:42:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000225,P000081,S00000500,2024-02-09 21:44:58.769985,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000226,P000081,S00000502,2024-02-24 06:24:33.692197,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000227,P000081,S00000504,2024-03-13 16:56:12.314224,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000228,P000082,S00000506,2024-01-04 03:15:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000229,P000082,S00000506,2024-01-04 03:15:36.174480,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000230,P000083,S00000512,2024-01-02 03:54:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000231,P000083,S00000513,2024-01-03 18:00:59.074382,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000232,P000083,S00000516,2024-01-25 11:23:55.131086,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000233,P000083,S00000517,2024-02-14 08:26:13.480521,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000234,P000084,S00000523,2024-03-24 13:20:23.779282,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000235,P000085,S00000524,2024-02-23 21:58:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000236,P000085,S00000524,2024-02-23 22:01:23.031562,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000237,P000086,S00000529,2024-02-11 19:07:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000238,P000086,S00000531,2024-02-16 16:58:33.602463,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000239,P000087,S00000534,2024-01-04 09:26:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000240,P000087,S00000536,2024-01-08 00:51:29.495273,level_completed,"{""level"": 1, ""next_level"": 2}"
E00000241,P000087,S00000537,2024-01-14 14:29:59.671093,level_completed,"{""level"": 2, ""next_level"": 3}"
E00000242,P000087,S00000539,2024-01-23 16:49:54.212377,level_completed,"{""level"": 3, ""next_level"": 4}"
E00000243,P000087,S00000540,2024-01-28 20:58:15.007170,level_completed,"{""level"": 4, ""next_level"": 5}"
E00000244,P000087,S00000540,2024-01-28 20:59:25.722480,boss_defeated,"{""boss_level"": 5, ""attempts"": 3}"
E00000245,P000087,S00000541,2024-02-08 16:38:43.209586,level_completed,"{""level"": 5, ""next_level"": 6}"
E00000246,P000087,S00000542,2024-02-16 14:27:52.048421,level_completed,"{""level"": 6, ""next_level"": 7}"
E00000247,P000087,S00000543,2024-03-11 21:55:14.918522,level_completed,"{""level"": 7, ""next_level"": 8}"
E00000248,P000089,S00000547,2024-01-29 19:41:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00000249,P000089,S00000552,2024-02-29 19:57:48.079082,level_completed,"{""level"": 1, ""next_level"": 2}"
