transaction_id,player_id,session_id,transaction_timestamp,sku,price_usd,gems_purchased,platform
T00000075,P000065,S00000403,2024-02-16 00:11:05.384513,gem_pack_small,1.99,250,Android
T00000076,P000065,S00000404,2024-02-23 14:59:54.607934,starter_pack,0.99,100,Android
T00000077,P000065,S00000405,2024-03-02 23:26:57.991875,gem_pack_small,1.99,250,Android
T00000078,P000065,S00000408,2024-03-21 19:58:32.945985,starter_pack,0.99,100,Android
T00000079,P000066,S00000413,2024-03-21 17:32:42.718703,starter_pack,0.99,100,iOS
T00000080,P000073,S00000447,2024-02-15 21:19:26.282634,gem_pack_medium,4.99,700,Android
T00000081,P000073,S00000448,2024-02-16 19:30:17.485824,starter_pack,0.99,100,Android
T00000082,P000073,S00000449,2024-02-16 22:30:41.954432,starter_pack,0.99,100,Android
T00000083,P000073,S00000450,2024-03-02 07:11:21.763223,cosmetic_skin,3.99,0,Android
T00000084,P000074,S00000454,2024-01-20 19:40:57.819920,gem_pack_small,1.99,250,iOS
T00000085,P000074,S00000458,2024-02-24 20:08:24.662142,power_up_bundle,2.99,0,iOS
T00000086,P000074,S00000459,2024-02-28 17:39:51.417825,starter_pack,0.99,100,iOS
T00000087,P000075,S00000463,2024-02-23 22:55:32.819358,cosmetic_skin,3.99,0,iOS
T00000088,P000075,S00000465,2024-03-04 13:41:13.632741,cosmetic_skin,3.99,0,iOS
T00000089,P000075,S00000466,2024-03-24 08:57:10.772372,starter_pack,0.99,100,iOS
T00000090,P000076,S00000471,2024-02-16 15:32:43.971523,gem_pack_medium,4.99,700,Android
T00000091,P000076,S00000472,2024-02-16 20:53:02.286973,cosmetic_skin,3.99,0,Android
T00000092,P000079,S00000492,2024-02-17 10:19:43.719800,starter_pack,0.99,100,iOS
T00000093,P000079,S00000493,2024-03-21 20:37:04.372913,starter_pack,0.99,100,iOS
T00000094,P000093,S00000577,2024-02-11 08:38:11.679740,starter_pack,0.99,100,Android
T00000095,P000093,S00000578,2024-02-14 14:11:40.781317,gem_pack_small,1.99,250,Android
T00000096,P000093,S00000579,2024-02-14 10:52:51.661517,starter_pack,0.99,100,Android
T00000097,P000093,S00000580,2024-02-16 14:13:12.541838,power_up_bundle,2.99,0,Android
T00000098,P000093,S00000581,2024-02-26 16:22:17.278786,gem_pack_large,9.99,1600,Android
T00000099,P000093,S00000582,2024-02-26 19:27:06.161525,starter_pack,0.99,100,Android
T00000100,P000093,S00000583,2024-03-02 02:31:45.129712,starter_pack,0.99,100,Android
T00000101,P000093,S00000584,2024-03-02 17:13:06.859573,starter_pack,0.99,100,Android
T00000102,P000097,S00000603,2024-02-14 19:22:12.542667,gem_pack_large,9.99,1600,iOS
T00000103,P000097,S00000604,2024-02-23 07:42:34.880624,gem_pack_medium,4.99,700,iOS
T00000104,P000107,S00000653,2024-02-01 14:02:48.407543,gem_pack_small,1.99,250,iOS
T00000105,P000107,S00000654,2024-02-07 15:40:47.057093,gem_pack_small,1.99,250,iOS
T00000106,P000107,S00000655,2024-02-13 10:22:40.736875,starter_pack,0.99,100,iOS
T00000107,P000107,S00000657,2024-03-24 12:43:53.847914,power_up_bundle,2.99,0,iOS
T00000108,P000109,S00000669,2024-01-21 19:35:16.287522,starter_pack,0.99,100,iOS
T00000109,P000109,S00000670,2024-02-19 16:35:15.188117,gem_pack_medium,4.99,700,iOS
T00000110,P000109,S00000671,2024-02-19 17:52:21.299949,power_up_bundle,2.99,0,iOS
T00000111,P000113,S00000687,2024-02-10 08:08:25.992480,gem_pack_small,1.99,250,Android
T00000112,P000113,S00000688,2024-02-24 10:59:06.672207,gem_pack_small,1.99,250,Android
T00000113,P000113,S00000690,2024-03-09 07:51:29.570745,cosmetic_skin,3.99,0,Android
T00000114,P000113,S00000693,2024-03-25 19:23:06.886104,starter_pack,0.99,100,Android
T00000115,P000115,S00000704,2024-03-09 18:16:28.687093,starter_pack,0.99,100,Android
T00000116,P000115,S00000705,2024-03-24 19:14:47.568845,starter_pack,0.99,100,Android
T00000117,P000126,S00000777,2024-01-16 20:05:13.775709,starter_pack,0.99,100,iOS
T00000118,P000126,S00000778,2024-01-16 04:10:40.410687,starter_pack,0.99,100,iOS
T00000119,P000126,S00000779,2024-02-04 08:31:53.595403,gem_pack_large,9.99,1600,iOS
T00000120,P000126,S00000780,2024-02-04 02:50:14.325861,starter_pack,0.99,100,iOS
T00000121,P000126,S00000781,2024-02-06 01:02:58.426439,gem_pack_mega,19.99,3500,iOS
T00000122,P000126,S00000782,2024-02-06 21:09:15.877736,gem_pack_medium,4.99,700,iOS
T00000123,P000129,S00000796,2024-02-14 18:32:18.396533,gem_pack_small,1.99,250,Android
T00000124,P000129,S00000797,2024-02-18 22:49:36.787257,starter_pack,0.99,100,Android
T00000125,P000129,S00000798,2024-02-23 21:46:59.752556,cosmetic_skin,3.99,0,Android
T00000126,P000129,S00000799,2024-02-23 10:07:44.887603,starter_pack,0.99,100,Android
T00000127,P000129,S00000800,2024-02-26 06:30:20.362694,power_up_bundle,2.99,0,Android
T00000128,P000129,S00000801,2024-02-26 18:37:34.230892,gem_pack_small,1.99,250,Android
T00000129,P000129,S00000802,2024-03-12 18:44:53.567761,starter_pack,0.99,100,Android
T00000130,P000132,S00000818,2024-01-31 16:44:09.513302,starter_pack,0.99,100,Android
T00000131,P000132,S00000819,2024-02-08 18:59:10.743040,power_up_bundle,2.99,0,Android
T00000132,P000132,S00000820,2024-02-15 19:54:58.019392,gem_pack_small,1.99,250,Android
T00000133,P000136,S00000839,2024-02-24 10:42:55.984657,starter_pack,0.99,100,Android
T00000134,P000139,S00000855,2024-03-20 19:37:50.778971,gem_pack_large,9.99,1600,Android
T00000135,P000140,S00000859,2024-01-18 21:20:27.576770,power_up_bundle,2.99,0,iOS
T00000136,P000140,S00000861,2024-02-07 19:00:40.535684,gem_pack_small,1.99,250,iOS
T00000137,P000140,S00000862,2024-02-09 15:18:16.060784,gem_pack_small,1.99,250,iOS
T00000138,P000144,S00000883,2024-02-23 09:42:52.364250,starter_pack,0.99,100,iOS
T00000139,P000144,S00000884,2024-02-26 15:07:16.952124,starter_pack,0.99,100,iOS
T00000140,P000145,S00000888,2024-02-07 14:54:58.064547,gem_pack_small,1.99,250,iOS
T00000141,P000145,S00000891,2024-02-23 15:16:34.171893,starter_pack,0.99,100,iOS
T00000142,P000145,S00000892,2024-02-28 09:23:33.116255,gem_pack_small,1.99,250,iOS
T00000143,P000146,S00000897,2024-01-22 18:36:00.686778,cosmetic_skin,3.99,0,iOS
T00000144,P000146,S00000899,2024-01-31 11:31:45.169774,starter_pack,0.99,100,iOS
T00000145,P000146,S00000900,2024-02-09 09:22:06.526221,gem_pack_small,1.99,250,iOS
T00000146,P000149,S00000920,2024-02-20 06:34:03.467738,starter_pack,0.99,100,Android
T00000147,P000149,S00000921,2024-03-06 22:00:31.411063,power_up_bundle,2.99,0,Android
T00000148,P000149,S00000922,2024-03-06 21:09:36.924385,starter_pack,0.99,100,Android
T00000149,P000150,S00000926,2024-02-28 08:48:25.165678,starter_pack,0.99,100,Android
T00000150,P000154,S00000942,2024-02-16 12:16:57.030437,gem_pack_small,1.99,250,Android
T00000151,P000154,S00000943,2024-02-16 22:16:48.717252,starter_pack,0.99,100,Android
T00000152,P000159,S00000967,2024-02-13 17:18:32.915201,gem_pack_medium,4.99,700,Android
T00000153,P000159,S00000968,2024-02-13 17:17:19.113750,gem_pack_mega,19.99,3500,Android
T00000154,P000159,S00000969,2024-02-18 15:35:27.898368,gem_pack_large,9.99,1600,Android
T00000155,P000159,S00000970,2024-02-18 06:26:13.389770,starter_pack,0.99,100,Android
T00000156,P000159,S00000971,2024-02-18 16:46:59.861630,gem_pack_large,9.99,1600,Android
T00000157,P000159,S00000972,2024-03-09 14:43:03.771441,cosmetic_skin,3.99,0,Android
T00000158,P000159,S00000973,2024-03-09 22:36:57.422134,starter_pack,0.99,100,Android
T00000159,P000162,S00000988,2024-02-06 12:15:35.957299,gem_pack_large,9.99,1600,Android
T00000160,P000162,S00000989,2024-02-06 11:21:18.163242,power_up_bundle,2.99,0,Android
T00000161,P000162,S00000990,2024-02-07 11:01:06.182722,gem_pack_small,1.99,250,Android
T00000162,P000162,S00000991,2024-02-07 20:15:24.893382,gem_pack_small,1.99,250,Android
T00000163,P000162,S00000992,2024-02-23 12:19:39.233778,starter_pack,0.99,100,Android
T00000164,P000162,S00000993,2024-02-23 06:25:19.843522,starter_pack,0.99,100,Android
T00000165,P000162,S00000994,2024-02-25 09:54:14.843402,power_up_bundle,2.99,0,Android
T00000166,P000162,S00000996,2024-03-04 17:36:54.813132,starter_pack,0.99,100,Android
T00000167,P000162,S00000997,2024-03-04 22:02:44.404624,gem_pack_medium,4.99,700,Android
T00000168,P000162,S00000998,2024-03-07 17:42:09.035446,gem_pack_large,9.99,1600,Android
T00000169,P000162,S00000999,2024-03-07 21:18:37.260607,gem_pack_small,1.99,250,Android
T00000170,P000162,S00001000,2024-03-24 20:21:14.624700,starter_pack,0.99,100,Android
T00000171,P000165,S00001013,2024-03-19 21:30:29.531195,starter_pack,0.99,100,iOS
T00000172,P000170,S00001037,2024-01-06 17:25:39.340221,gem_pack_small,1.99,250,Android
T00000173,P000170,S00001038,2024-01-08 09:12:27.775477,gem_pack_small,1.99,250,Android
T00000174,P000170,S00001039,2024-01-08 20:14:47.350318,power_up_bundle,2.99,0,Android
T00000175,P000170,S00001040,2024-01-19 14:46:20.795139,gem_pack_medium,4.99,700,Android
T00000176,P000170,S00001042,2024-02-16 14:27:20.890758,starter_pack,0.99,100,Android
T00000177,P000170,S00001043,2024-02-26 21:24:44.889724,cosmetic_skin,3.99,0,Android
T00000178,P000170,S00001044,2024-03-15 21:34:40.372570,gem_pack_large,9.99,1600,Android
T00000179,P000170,S00001045,2024-03-15 21:08:06.282384,starter_pack,0.99,100,Android
T00000180,P000170,S00001046,2024-03-18 19:16:52.565981,starter_pack,0.99,100,Android
T00000181,P000170,S00001047,2024-03-18 15:49:51.839711,gem_pack_large,9.99,1600,Android
T00000182,P000170,S00001048,2024-03-20 16:53:06.955995,gem_pack_mega,19.99,3500,Android
T00000183,P000170,S00001050,2024-03-27 14:33:58.083781,cosmetic_skin,3.99,0,Android
T00000184,P000171,S00001053,2024-03-29 07:14:46.586563,starter_pack,0.99,100,iOS
T00000185,P000179,S00001098,2024-01-26 17:02:04.088489,gem_pack_small,1.99,250,iOS
T00000186,P000179,S00001099,2024-01-27 10:10:11.265038,starter_pack,0.99,100,iOS
T00000187,P000179,S00001100,2024-01-27 06:53:01.233309,gem_pack_medium,4.99,700,iOS
T00000188,P000179,S00001101,2024-01-28 08:59:24.705740,gem_pack_small,1.99,250,iOS
T00000189,P000179,S00001102,2024-01-28 18:35:59.706815,starter_pack,0.99,100,iOS
T00000190,P000179,S00001103,2024-01-28 15:07:13.527153,gem_pack_medium,4.99,700,iOS
T00000191,P000179,S00001104,2024-01-29 11:50:55.855184,cosmetic_skin,3.99,0,iOS
T00000192,P000179,S00001105,2024-01-29 17:47:31.147838,power_up_bundle,2.99,0,iOS
T00000193,P000179,S00001106,2024-01-29 09:39:47.792088,gem_pack_small,1.99,250,iOS
T00000194,P000179,S00001107,2024-01-29 20:20:08.109371,power_up_bundle,2.99,0,iOS
T00000195,P000179,S00001108,2024-01-31 09:29:39.998282,cosmetic_skin,3.99,0,iOS
T00000196,P000179,S00001109,2024-01-31 22:20:00.617951,gem_pack_mega,19.99,3500,iOS
T00000197,P000194,S00001180,2024-02-14 18:10:59.499684,power_up_bundle,2.99,0,iOS
T00000198,P000198,S00001198,2024-02-14 15:33:54.433627,starter_pack,0.99,100,Android
T00000199,P000198,S00001200,2024-02-24 04:55:36.437210,power_up_bundle,2.99,0,Android
T00000200,P000198,S00001202,2024-03-01 15:10:06.878057,cosmetic_skin,3.99,0,Android
T00000201,P000198,S00001204,2024-03-09 19:16:45.608643,power_up_bundle,2.99,0,Android
T00000202,P000200,S00001220,2024-02-01 18:56:44.398534,gem_pack_mega,19.99,3500,Android
T00000203,P000200,S00001221,2024-02-02 14:50:08.659419,power_up_bundle,2.99,0,Android
T00000204,P000200,S00001222,2024-02-02 22:04:16.121289,gem_pack_large,9.99,1600,Android
T00000205,P000200,S00001223,2024-02-03 20:51:54.678213,gem_pack_medium,4.99,700,Android
T00000206,P000200,S00001224,2024-02-03 20:35:06.803577,starter_pack,0.99,100,Android
T00000207,P000200,S00001225,2024-02-07 22:04:38.318718,gem_pack_mega,19.99,3500,Android
T00000208,P000200,S00001226,2024-02-07 16:22:50.321074,gem_pack_small,1.99,250,Android
T00000209,P000200,S00001227,2024-02-07 18:28:26.454892,starter_pack,0.99,100,Android
T00000210,P000200,S00001228,2024-02-14 19:20:01.256766,gem_pack_large,9.99,1600,Android
T00000211,P000200,S00001229,2024-02-15 00:04:08.570786,gem_pack_large,9.99,1600,Android
T00000212,P000200,S00001230,2024-02-27 16:35:13.220790,gem_pack_medium,4.99,700,Android
T00000213,P000200,S00001231,2024-02-27 18:57:56.522384,power_up_bundle,2.99,0,Android
T00000214,P000200,S00001232,2024-02-27 10:07:30.174370,gem_pack_mega,19.99,3500,Android
T00000215,P000200,S00001233,2024-02-27 15:18:30.803167,cosmetic_skin,3.99,0,Android
T00000216,P000200,S00001234,2024-03-04 18:09:02.536957,cosmetic_skin,3.99,0,Android
T00000217,P000200,S00001235,2024-03-04 05:36:59.723822,gem_pack_small,1.99,250,Android
T00000218,P000200,S00001236,2024-03-04 21:24:23.060714,cosmetic_skin,3.99,0,Android
T00000219,P000200,S00001238,2024-03-17 05:56:20.698959,gem_pack_medium,4.99,700,Android
T00000220,P000200,S00001240,2024-03-17 15:13:29.950842,gem_pack_small,1.99,250,Android
T00000221,P000202,S00001253,2024-03-26 18:16:41.740310,gem_pack_small,1.99,250,Android
T00000222,P000206,S00001273,2024-02-25 11:02:12.316601,gem_pack_small,1.99,250,Android
T00000223,P000206,S00001274,2024-02-27 19:08:57.671468,gem_pack_small,1.99,250,Android
T00000224,P000206,S00001275,2024-03-28 06:30:50.363563,power_up_bundle,2.99,0,Android
T00000225,P000207,S00001279,2024-03-22 16:22:39.523295,gem_pack_small,1.99,250,Android
T00000226,P000208,S00001283,2024-02-19 07:50:30.764732,starter_pack,0.99,100,iOS
T00000227,P000208,S00001284,2024-02-25 14:56:52.829623,starter_pack,0.99,100,iOS
T00000228,P000210,S00001294,2024-03-04 08:14:57.029836,gem_pack_small,1.99,250,iOS
T00000229,P000211,S00001298,2024-02-20 14:31:35.467537,gem_pack_small,1.99,250,Android
T00000230,P000211,S00001299,2024-02-20 18:51:23.805432,starter_pack,0.99,100,Android
T00000231,P000211,S00001300,2024-03-03 21:49:08.873809,gem_pack_medium,4.99,700,Android
T00000232,P000227,S00001396,2024-02-15 06:27:17.764458,cosmetic_skin,3.99,0,iOS
T00000233,P000237,S00001447,2024-02-09 20:59:33.202319,starter_pack,0.99,100,iOS
T00000234,P000237,S00001449,2024-02-16 11:27:03.957034,starter_pack,0.99,100,iOS
T00000235,P000250,S00001517,2024-02-12 20:22:13.121073,gem_pack_large,9.99,1600,iOS
T00000236,P000250,S00001518,2024-02-20 18:07:18.894203,starter_pack,0.99,100,iOS
T00000237,P000250,S00001519,2024-02-20 18:43:15.358859,gem_pack_large,9.99,1600,iOS
T00000238,P000250,S00001520,2024-02-25 08:41:19.234023,gem_pack_mega,19.99,3500,iOS
T00000239,P000250,S00001521,2024-03-29 14:13:08.163325,power_up_bundle,2.99,0,iOS
T00000240,P000250,S00001522,2024-03-29 14:00:41.303615,gem_pack_small,1.99,250,iOS
T00000241,P000251,S00001526,2024-03-25 19:53:08.333949,starter_pack,0.99,100,iOS
T00000242,P000252,S00001529,2024-03-09 20:17:19.317374,starter_pack,0.99,100,iOS
T00000243,P000253,S00001533,2024-03-10 20:27:42.964650,starter_pack,0.99,100,iOS
T00000244,P000253,S00001534,2024-03-16 19:15:34.305753,starter_pack,0.99,100,iOS
T00000245,P000253,S00001535,2024-03-17 19:32:08.701859,starter_pack,0.99,100,iOS
T00000246,P000253,S00001536,2024-03-29 10:55:48.031174,gem_pack_medium,4.99,700,iOS
T00000247,P000254,S00001540,2024-02-29 09:36:57.638664,starter_pack,0.99,100,Android
T00000248,P000254,S00001541,2024-02-29 21:08:46.921207,gem_pack_medium,4.99,700,Android
T00000249,P000254,S00001542,2024-03-07 20:26:27.777133,gem_pack_small,1.99,250,Android
T00000250,P000254,S00001543,2024-03-11 10:54:10.719652,gem_pack_medium,4.99,700,Android
T00000251,P000254,S00001544,2024-03-21 07:33:33.549793,starter_pack,0.99,100,Android
T00000252,P000254,S00001545,2024-03-21 15:51:26.864350,starter_pack,0.99,100,Android
T00000253,P000255,S00001549,2024-03-02 23:07:55.885287,starter_pack,0.99,100,Android
T00000254,P000255,S00001551,2024-03-11 14:40:24.174930,cosmetic_skin,3.99,0,Android
T00000255,P000255,S00001554,2024-03-27 19:48:18.710217,gem_pack_small,1.99,250,Android
T00000256,P000257,S00001565,2024-02-12 19:38:08.537318,starter_pack,0.99,100,Android
T00000257,P000260,S00001584,2024-02-28 17:19:33.220877,gem_pack_medium,4.99,700,iOS
T00000258,P000262,S00001594,2024-03-22 12:57:45.830573,starter_pack,0.99,100,iOS
T00000259,P000263,S00001598,2024-03-13 18:23:51.774897,cosmetic_skin,3.99,0,iOS
T00000260,P000268,S00001627,2024-02-21 06:39:45.157342,starter_pack,0.99,100,Android
T00000261,P000272,S00001660,2024-02-29 03:36:25.655561,gem_pack_small,1.99,250,Android
T00000262,P000274,S00001670,2024-02-09 12:18:15.723012,starter_pack,0.99,100,iOS
T00000263,P000274,S00001671,2024-03-17 19:27:19.354716,starter_pack,0.99,100,iOS
T00000264,P000275,S00001675,2024-02-08 09:33:59.363974,starter_pack,0.99,100,iOS
T00000265,P000275,S00001678,2024-03-18 21:29:36.444350,starter_pack,0.99,100,iOS
T00000266,P000277,S00001697,2024-01-24 15:05:02.833432,starter_pack,0.99,100,iOS
T00000267,P000280,S00001710,2024-02-22 23:55:33.073631,gem_pack_small,1.99,250,iOS
T00000268,P000281,S00001717,2024-02-08 16:21:43.255434,cosmetic_skin,3.99,0,iOS
T00000269,P000281,S00001720,2024-03-07 14:12:48.180476,gem_pack_medium,4.99,700,iOS
T00000270,P000281,S00001721,2024-03-10 05:01:15.839411,starter_pack,0.99,100,iOS
T00000271,P000286,S00001750,2024-02-28 16:49:44.730787,gem_pack_small,1.99,250,Android
T00000272,P000286,S00001751,2024-02-28 06:21:18.206129,cosmetic_skin,3.99,0,Android
T00000273,P000286,S00001752,2024-03-10 09:39:22.162588,gem_pack_large,9.99,1600,Android
T00000274,P000286,S00001753,2024-03-10 10:50:31.697473,gem_pack_large,9.99,1600,Android
T00000275,P000286,S00001754,2024-03-10 08:03:31.570423,cosmetic_skin,3.99,0,Android
T00000276,P000286,S00001755,2024-03-12 06:29:55.585619,gem_pack_large,9.99,1600,Android
T00000277,P000286,S00001756,2024-03-12 13:42:19.145118,gem_pack_large,9.99,1600,Android
T00000278,P000286,S00001757,2024-03-12 10:32:57.388797,gem_pack_medium,4.99,700,Android
T00000279,P000286,S00001758,2024-03-12 19:40:56.202831,starter_pack,0.99,100,Android
T00000280,P000286,S00001759,2024-03-25 16:48:24.301376,gem_pack_large,9.99,1600,Android
T00000281,P000286,S00001760,2024-03-25 18:12:07.035194,gem_pack_medium,4.99,700,Android
T00000282,P000286,S00001761,2024-03-25 12:19:32.635610,gem_pack_mega,19.99,3500,Android
T00000283,P000286,S00001762,2024-03-25 14:55:52.543453,cosmetic_skin,3.99,0,Android
T00000284,P000286,S00001763,2024-03-30 14:37:50.513368,gem_pack_mega,19.99,3500,Android
T00000285,P000286,S00001764,2024-03-30 07:14:05.709685,cosmetic_skin,3.99,0,Android
T00000286,P000286,S00001765,2024-03-30 14:40:13.826117,gem_pack_mega,19.99,3500,Android
T00000287,P000286,S00001766,2024-03-30 08:17:45.667737,starter_pack,0.99,100,Android
T00000288,P000287,S00001770,2024-01-15 02:18:48.342346,gem_pack_large,9.99,1600,iOS
T00000289,P000287,S00001771,2024-01-15 17:24:14.198891,gem_pack_large,9.99,1600,iOS
T00000290,P000287,S00001772,2024-02-25 22:13:50.546860,gem_pack_large,9.99,1600,iOS
T00000291,P000287,S00001773,2024-02-25 10:48:03.756106,gem_pack_mega,19.99,3500,iOS
T00000292,P000287,S00001774,2024-02-25 21:45:58.474434,gem_pack_mega,19.99,3500,iOS
T00000293,P000287,S00001775,2024-02-25 12:17:35.268411,gem_pack_mega,19.99,3500,iOS
T00000294,P000287,S00001776,2024-03-27 06:41:45.684425,power_up_bundle,2.99,0,iOS
T00000295,P000287,S00001777,2024-03-27 12:24:27.596258,gem_pack_medium,4.99,700,iOS
T00000296,P000287,S00001778,2024-03-27 21:45:48.970695,gem_pack_medium,4.99,700,iOS
